,Donor City,Donor State,Donor Is Teacher,Teacher Project Posted Sequence,Project Type,Project Grade Level Category,Project Cost,Donated_y_n,School Metro Type,School Percentage Free Lunch,School State,School City,Project_res_total_cost,Donor_vs_school_state,Donor_vs_school_city,Project_posted_month,Project_posted_day_of_month,Num_hist_donations,Days_since_last_donation,Avg_days_between_donations,Avg_donations_per_proj,Interest_in_optional,Total_interest_in_cat,Total_interest_in_subcat,Interest_in_res,Interest_in_grade,Interest_in_proj_type,Interest_in_metro,Interest_in_county,Interest_in_district,Interest_in_zip,Donation_month,Interest_in_month,Total_project_interest,Donor Cluster,School Cluster,Project Cluster,Distance,School Population,School Population Density,School Occupied Housing Units,School Median Home Value,School Median Household Income,Donor Population,Donor Population Density,Donor Occupied Housing Units,Donor Median Home Value,Donor Median Household Income
1376,Phoenixville,Pennsylvania,0,17,2,2,0.2533014711772087,N,3.0,0.9574468085106383,Georgia,Atlanta,0.2759253444967731,0,0,5,19,55,108.18525462962963,22.421466329966318,1.0,1.0,0.01818181818181818,0.01818181818181818,0.0,0.01818181818181818,0.03636363636363636,0.01818181818181818,0.0,0.0,0.0,5.0,0.12727272727272726,0.1090909090909091,1,3,1,0.13310688334779192,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.4122572300279426,0.1923793113031878,0.6138261738261738,0.15287200361827227,0.20650340889927485
1377,Boise,Idaho,1,12,2,1,0.038534963821322724,N,3.0,0.7446808510638298,California,San Pedro,0.05475492761207047,0,0,5,17,16,23.62267361111111,3.990211226851852,1.4545454545454546,1.0,0.6875,0.1875,0.5,0.25,0.75,0.25,0.0,0.0,0.0,,,2.625,1,1,0,0.13608639137857284,0.16379829576310515,0.2828715155220811,0.18193806193806195,0.4186541260777068,0.3487035459686764,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
1378,Memphis,Tennessee,1,8,2,2,0.04479080447494192,N,1.0,0.5,Florida,Flagler Beach,0.060566893424036275,0,0,7,20,3,11.470115740740741,9.869791666666666,1.0,1.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.6666666666666666,2.333333333333333,0,1,0,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
1379,Greenlawn,New York,1,6,2,2,0.26777160708087466,N,3.0,0.7659574468085106,Georgia,Atlanta,0.29075178789464506,0,0,6,9,59,4.339050925925926,20.356618408662893,1.3409090909090908,0.423728813559322,0.03389830508474576,0.0,0.01694915254237288,0.01694915254237288,0.13559322033898305,0.0,0.0,0.0,0.0,6.0,0.03389830508474576,0.2033898305084746,3,3,1,0.15395238591167054,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.26766654489084607,0.15794447069286568,0.36863136863136864,0.3481456354590683,0.3326326820689489
1380,Cincinnati,Ohio,0,8,2,2,0.01940298507462686,N,3.0,0.5957446808510638,New Hampshire,Manchester,0.035281702424559566,0,0,7,1,17,14.254444444444445,22.75956903594771,1.0,1.0,0.11764705882352941,0.058823529411764705,0.23529411764705882,0.0,0.29411764705882354,0.11764705882352941,0.0,0.0,0.0,7.0,0.23529411764705882,0.8235294117647058,0,4,2,0.10057485610309462,0.04753300354473375,0.0007781884883688614,0.045754245754245755,0.04322024409360653,0.1321239746157447,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
1381,Doylestown,Pennsylvania,0,7,2,1,0.03259551971804661,N,3.0,0.925531914893617,Indiana,Indianapolis,0.0531920460491889,0,0,7,24,263,5.397743055555556,5.4760541208984606,1.0115384615384615,1.0,0.06844106463878327,0.045627376425855515,0.034220532319391636,0.030418250950570342,0.07604562737642585,0.049429657794676805,0.0,0.0,0.0,,,0.3041825095057034,1,1,2,0.11622555611281167,0.30569625877543766,0.1540257358050082,0.4786013986013986,0.04445190908073003,0.09121603474604235,0.2724947916152411,0.03804785859203468,0.43204795204795204,0.4095431931252827,0.41889710665156954
1382,Rockville,Maryland,0,1,2,1,0.017201559287640503,N,0.0,0.26595744680851063,North Carolina,Matthews,0.03375545089830804,0,0,5,22,16,45.27984953703704,44.82320023148148,1.0,1.0,0.5625,0.3125,0.25,0.25,0.3125,0.1875,0.0,0.0,0.0,,,1.875,3,0,2,,0.006872241476347048,0.021678107890275425,0.010949050949050949,0.12428619415518977,0.18965292325636718,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
1383,Chantilly,Virginia,0,1,2,1,0.040824500040050185,N,0.0,0.851063829787234,California,Sultana,0.05232339089481946,0,0,8,4,109,2.419027777777778,0.016145090044166668,1.0,1.0,1.0458715596330275,0.9082568807339451,0.06422018348623854,0.21100917431192662,0.981651376146789,0.07339449541284404,0.0,0.0,0.0,8.0,1.0,3.2844036697247705,0,1,0,0.45594549530229017,0.018829546688784223,0.0011950751785664657,0.03080919080919081,0.2508117791960587,0.2999608646607887,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
1384,Guntersville,Alabama,1,1,2,3,0.09700024030117747,N,3.0,0.7234042553191489,Michigan,Detroit,0.12366300366300366,0,0,7,3,4,83.5757175925926,1.1207494212962963,4.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,4.0,2,3,5,0.11892507297862406,0.1265045370617218,0.17759373002417944,0.28243756243756246,0.12428619415518977,0.004872733411604019,0.19791862083946327,0.00936605430643951,0.32203796203796203,0.07021709633649932,0.10665759232937436
1385,Champaign,Illinois,1,18,2,3,0.07628227378314152,N,3.0,0.9574468085106383,Illinois,Chicago,0.10099424385138671,1,0,8,4,8,109.02222222222223,15.124583333333334,4.0,1.0,0.0,0.0,0.125,0.0,0.125,0.125,0.0,0.0,0.0,,,0.375,3,3,0,0.025318743623222503,0.10967939413687214,0.800227898057308,0.2692907092907093,0.5211062590975255,0.6219602968146903,0.3054631266106498,0.16064033795614352,0.49294705294705293,0.13048394391677975,0.06711195162494882
1386,Oklahoma City,Oklahoma,0,8,2,1,0.030075027367634097,N,3.0,0.4148936170212766,Virginia,Hampton,0.05013605442176871,0,0,8,9,53,7.613553240740741,6.9180505328441555,1.0392156862745099,1.0,0.07547169811320754,0.07547169811320754,0.07547169811320754,0.07547169811320754,0.1509433962264151,0.07547169811320754,0.0,0.0,0.0,8.0,0.07547169811320754,0.5283018867924528,2,0,2,0.23582507119131862,0.24808199295002814,0.09343820349628972,0.4272927072927073,0.1860933825999328,0.2729037654335198,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
1387,Wakefield,Massachusetts,1,15,2,2,0.30910474461324855,N,0.0,0.23404255319148934,Pennsylvania,West Grove,0.35574219431362286,0,0,6,9,2559,4.215763888888889,0.5916059694903936,1.2911200807265388,0.9808518952715904,0.007815552950371238,0.005861664712778429,0.012895662368112544,0.020711215318483783,0.044939429464634625,0.015240328253223915,0.0,0.0,0.0,6.0,0.03985932004689332,0.10746385306760453,3,2,1,0.05621799816294372,0.06319302506985791,0.052944609655095745,0.10469530469530469,0.38987795319673046,0.6418502574491431,0.3841171417569289,0.08546177149050888,0.6366833166833167,0.3681592039800995,0.36518586330675273
1388,Hollywood,Florida,1,1,2,1,0.03656983419218754,N,0.0,0.6413725249046858,Pennsylvania,Philadelphia,0.05754055468341182,0,0,6,22,4,8.172523148148148,381.82684895833336,2.0,0.25,1.5,0.75,0.0,0.75,0.75,0.0,0.0,0.0,0.0,6.0,0.25,3.75,3,3,0,0.21997429180933545,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.0031102202825857286,0.004474583808120953,0.007112887112887113,0.4735413839891452,0.215670095641909
1389,Sandy,Utah,1,21,2,1,0.1771233279043067,N,1.0,0.45744680851063824,North Carolina,Reidsville,0.19624803767660912,0,0,8,9,6,2.4623032407407406,61.50888888888889,1.5,0.6666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,8.0,0.3333333333333333,0.16666666666666666,2,4,3,0.3359357908635109,0.08637696614236204,0.007281620855451488,0.13182817182817183,0.1366028440264248,0.32800018416630217,0.007158443507538582,0.0008893582724215558,0.00951048951048951,0.14326096788783357,0.32563419981208896
1390,Harwood Heights,Illinois,0,11,2,2,0.13165701011934958,N,0.0,0.9148936170212766,New Jersey,Paterson,0.1615820687249259,0,0,7,17,5,18.216458333333332,184.2449560185185,1.0,1.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,,,0.4,3,2,5,0.1650674761813792,0.006358798147654453,0.02181707012034129,0.007632367632367632,0.0517299294591871,0.1452918652209612,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
1391,Spring Lake,Michigan,0,75,2,4,0.0016807732357888537,N,3.0,0.5638297872340425,Virginia,Alexandria,0.019365079365079363,0,0,8,20,5,9.459259259259259,329.1201712962963,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,8.0,0.2,0.2,0,2,2,0.10895314978124805,0.11019283746556474,0.22275645479558656,0.19360639360639362,0.705184189900347,0.8052594826461628,0.20473148431560345,0.022456296378644283,0.22317682317682316,0.13738127544097695,0.1769796911513166
1392,Canton,Connecticut,0,3,2,1,0.010615972018262889,N,3.0,0.11702127659574468,Oregon,Portland,0.029141810570381996,0,0,6,4,45,14.507962962962964,37.48651028806583,1.0465116279069768,1.0,0.044444444444444446,0.022222222222222223,0.0,0.022222222222222223,0.06666666666666667,0.0,0.0,0.0,0.0,6.0,0.044444444444444446,0.15555555555555556,1,2,2,0.49327985366292504,0.15286787720805314,0.21169506128234347,0.33054945054945056,0.5839211734408241,0.19856196812388255,0.18152825363599562,0.021789277674328117,0.2875924075924076,0.37799638172772504,0.598267845527476
1393,,Illinois,0,2,2,3,0.004298721063733208,N,0.0,0.7340425531914894,Ohio,Trotwood,0.022230943659515088,0,0,8,15,352,3.984375,4.406307705965903,1.0864197530864197,0.005681818181818182,0.20454545454545456,0.07954545454545454,0.18181818181818182,0.13068181818181818,0.41761363636363635,0.11647727272727272,0.002840909090909091,0.0,0.0,8.0,0.44886363636363635,1.1335227272727273,0,2,2,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
1394,Rockville,Maryland,0,1,2,2,0.18444850879769312,N,0.0,0.5851063829787234,Washington,Sumner,0.20193615907901621,0,0,7,13,16,45.27984953703704,44.82320023148148,1.0,1.0,0.5625,0.3125,0.25,0.0625,0.3125,0.1875,0.0,0.0,0.0,7.0,0.625,1.6875,3,4,3,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
1395,Garfield,New Jersey,1,4,2,3,0.07482845165941313,N,1.0,0.46808510638297873,Indiana,Huntington,0.09940170940170938,0,0,7,5,35,68.2853587962963,26.688831018518517,1.1290322580645162,0.05714285714285714,0.05714285714285714,0.0,0.22857142857142856,0.0,0.2857142857142857,0.02857142857142857,0.0,0.0,0.0,,,0.6,2,2,0,0.11670920802458942,0.07876418140347759,0.0023067730190934103,0.117002997002997,0.09539805172992943,0.2514483912306146,0.160990926055747,0.11981323476279147,0.19408591408591408,0.2814337403889643,0.34111277072442125
1396,Aiken,South Carolina,0,2,2,1,0.028176648065575512,N,0.0,0.9574468085106383,North Carolina,Greensboro,0.04490668062096633,0,0,6,13,40,6.300590277777777,24.782772280092594,1.0,1.0,0.15,0.07500000000000001,0.05,0.025,0.2,0.05,0.0,0.0,0.0,,,0.55,1,1,2,0.041263203912406614,0.216534849965935,0.09810733442650288,0.31676323676323676,0.07927443735303996,0.09174551286478357,0.2643983451653354,0.008504488480031127,0.4216983016983017,0.08638625056535504,0.1513286275265605
1397,Alfred,Maine,0,7,2,4,0.07245614503511066,N,3.0,0.7446808510638298,California,Los Angeles,0.08880167451596022,0,0,8,18,22,6.222638888888889,12.153567445286193,1.0,1.0,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.045454545454545456,0.18181818181818182,0.045454545454545456,0.0,0.0,0.0,8.0,0.045454545454545456,0.8181818181818181,1,3,0,0.5198327126549647,0.563879261826476,0.45318362469080903,0.5183216783216783,0.2472287537789721,0.15802236085852195,0.023983254179049954,0.0018898863288958061,0.0401998001998002,0.19538670284938942,0.25728155339805825
1398,Novato,California,1,9,2,2,0.19581608949883852,N,3.0,0.9574468085106383,Colorado,Denver,0.21803593232164659,0,0,6,16,6,33.19973379629629,0.14596643518518518,6.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,2.0,2,3,3,0.19140796648070654,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.40637249577898676,0.08690697868319391,0.6215384615384615,0.8385345997286295,0.34815943530318727
1399,Baton Rouge,Louisiana,0,2,2,2,0.04113422155768562,N,3.0,0.9148936170212766,Massachusetts,Worcester,0.06253444967730681,0,0,8,18,3,42.50876157407407,89.50695601851852,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,,,0.6666666666666666,3,3,0,0.19156448774513507,0.39859987953829595,0.01528584530724549,0.6992607392607393,0.11902362557384391,0.22609483029842614,0.00012835829737655388,0.002779244601317362,0.0004795204795204795,0.29637086791517037,0.26091688864662055
1400,Pingree,Idaho,1,3,2,2,0.06411769417670145,N,0.0,0.3723404255319149,California,Rio Vista,0.08043258328972615,0,0,8,28,1039,5.199594907407407,0.9114539554593055,1.4992784992784993,0.9990375360923965,0.05101058710298364,0.028873917228103944,0.03368623676612127,0.059672762271414825,0.1126082771896054,0.004812319538017324,0.0,0.0,0.0,8.0,0.09528392685274302,0.2906641000962464,2,4,0,0.1253526468246362,0.5945081311650227,0.2110280425780273,1.0,0.6474079050498264,0.41876347675284115,0.36729233108541753,0.029209860759845475,0.5661538461538461,0.11318407960199006,0.16210942205304874
1401,Mineral Wells,West Virginia,0,37,2,3,0.012001708808373156,N,3.0,0.9574468085106383,Illinois,Chicago,0.027908599337170763,0,0,6,14,7,22.463333333333335,79.37391369047619,1.1666666666666667,0.8571428571428571,0.0,0.0,0.2857142857142857,0.0,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,6.0,0.14285714285714285,0.857142857142857,0,3,2,0.0734499175468544,0.10967939413687214,0.800227898057308,0.2692907092907093,0.5211062590975255,0.6219602968146903,0.29620158176917233,0.028264917595397572,0.5063736263736264,0.057327001356852106,0.11792623286516177
1402,Walkersville,Maryland,0,8,2,1,0.030075027367634097,N,3.0,0.4148936170212766,Virginia,Hampton,0.05013605442176871,0,0,8,9,29,10.174768518518519,49.83783245530013,1.0,1.0,0.06896551724137931,0.034482758620689655,0.1724137931034483,0.10344827586206896,0.1724137931034483,0.06896551724137931,0.0,0.0,0.0,8.0,0.034482758620689655,0.6206896551724138,0,0,2,0.03437009232909154,0.24808199295002814,0.09343820349628972,0.4272927072927073,0.1860933825999328,0.2729037654335198,0.34847302994697815,0.025207748533948474,0.5837362637362637,0.26990049751243783,0.3501770700330049
1403,Fort Smith,Arkansas,0,7,2,1,0.017591381197767864,N,3.0,0.9574468085106383,Connecticut,Hartford,0.036774812489098196,0,0,8,2,528,8.464444444444444,3.1572694611040855,1.0232558139534884,0.013257575757575758,0.030303030303030304,0.003787878787878788,0.043560606060606064,0.03977272727272727,0.07007575757575757,0.058712121212121215,0.0,0.0,0.0,8.0,0.1268939393939394,0.24621212121212122,0,1,2,0.10856071335720012,0.011621592266753557,0.0008337733803952086,0.02161838161838162,0.1363789049378569,0.28197395581543466,0.21318338451209037,0.0683694171924071,0.3546053946053946,0.049412030755314335,0.09502156158905298
1404,Malden,Massachusetts,1,5,2,2,0.004831388673804501,N,0.0,0.6702127659574467,California,Fallbrook,0.020926216640502353,0,0,8,17,241,1.1313194444444445,4.578814209697246,1.1261682242990654,0.35684647302904565,0.07053941908713693,0.029045643153526972,0.058091286307053944,0.016597510373443983,0.1825726141078838,0.012448132780082987,0.0,0.0,0.0,8.0,0.16597510373443983,0.3692946058091286,2,4,2,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
1405,Farmingville,New York,1,2,2,1,0.03913972178463673,N,0.0,0.44680851063829785,Illinois,Charleston,0.05493982208267923,0,0,6,8,195,0.5819675925925926,1.7055470085470024,1.95,1.0,0.9333333333333333,0.23076923076923075,0.5692307692307692,0.5846153846153846,0.8769230769230769,0.035897435897435895,0.0,0.0,0.0,6.0,0.010256410256410256,3.230769230769231,3,2,0,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.26766654489084607,0.15794447069286568,0.36863136863136864,0.3481456354590683,0.3326326820689489
1406,Helena,Montana,0,1,2,4,0.03880597014925373,N,0.0,0.38297872340425526,Wisconsin,Greenfield,0.05998778998778999,0,0,5,8,7,10.319733796296296,2.707657076719572,1.0,1.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,,,1.4285714285714286,1,0,0,0.24068270644555062,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.289132001698279,0.005891998554792807,0.5301098901098901,0.18362731795567616,0.2270772603531764
1407,Riverdale,Maryland,0,4,2,2,0.027558540036846175,N,3.0,0.9148936170212766,Indiana,Indianapolis,0.04768009768009767,0,0,7,22,3,23.27053240740741,106.02277777777778,1.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,,,2.333333333333333,2,1,2,0.09978851662078195,0.30569625877543766,0.1540257358050082,0.4786013986013986,0.04445190908073003,0.09121603474604235,1.9747430365623675e-05,5.558489202634724e-05,3.996003996003996e-05,0.29637086791517037,0.26091688864662055
1408,Ridgewood,New Jersey,0,2,2,2,0.04113422155768562,N,3.0,0.9148936170212766,Massachusetts,Worcester,0.06253444967730681,0,0,8,18,204,15.542662037037037,8.13371402959331,1.1333333333333333,0.39705882352941174,0.004901960784313725,0.004901960784313725,0.03431372549019608,0.014705882352941176,0.04411764705882353,0.024509803921568627,0.0,0.0,0.0,8.0,0.20588235294117646,0.12745098039215685,2,3,0,0.06060581899003609,0.39859987953829595,0.01528584530724549,0.6992607392607393,0.11902362557384391,0.22609483029842614,0.06411990639718007,0.058391929073677774,0.08923076923076922,0.7263681592039801,0.7042870220915947
1409,Doylestown,Pennsylvania,0,16,2,1,0.0028181988091741626,N,0.0,0.3936170212765957,Maryland,Kensington,0.019461015175300887,0,0,8,23,263,5.397743055555556,5.4760541208984606,1.0115384615384615,1.0,0.011406844106463879,0.0076045627376425855,0.034220532319391636,0.030418250950570342,0.07604562737642585,0.0038022813688212928,0.0,0.0,0.0,8.0,0.19391634980988592,0.16349809885931557,1,4,2,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.2724947916152411,0.03804785859203468,0.43204795204795204,0.4095431931252827,0.41889710665156954
1410,Chicago,Illinois,1,8,2,2,0.006506821883427227,N,3.0,0.6808510638297872,Arizona,Mesa,0.023024594453165882,0,0,8,26,35,5.6280324074074075,40.6526326058201,2.0588235294117645,0.45714285714285713,0.14285714285714285,0.11428571428571428,0.0,0.0,0.37142857142857144,0.37142857142857144,0.0,0.0,0.0,8.0,0.37142857142857144,1.0,2,1,2,0.288643331788852,0.45508851960464863,0.13740585308913036,0.7158841158841159,0.10200425484268277,0.15412417412923873,0.10969697568103952,0.800227898057308,0.2692907092907093,0.5163952962460425,0.48815919439157773
1411,Riverdale,Maryland,0,2,2,2,0.08680212533041412,N,0.0,0.7872340425531914,North Carolina,Salisbury,0.10154020582592009,0,0,7,24,3,23.27053240740741,106.02277777777778,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,,,2.6666666666666665,2,3,5,0.07137755549470569,0.006872241476347048,0.021678107890275425,0.010949050949050949,0.12428619415518977,0.18965292325636718,1.9747430365623675e-05,5.558489202634724e-05,3.996003996003996e-05,0.29637086791517037,0.26091688864662055
1412,Novato,California,1,7,2,1,0.003017114783862438,N,3.0,0.8191489361702127,Louisiana,New Orleans,0.019174952032094888,0,0,8,18,6,33.19973379629629,0.14596643518518518,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,2.0,2,3,2,,0.2329609595760502,0.1643460955050627,0.36504254167391803,0.25082632508851854,0.274623438936779,0.40637249577898676,0.08690697868319391,0.6215384615384615,0.8385345997286295,0.34815943530318727
1413,Hartford,Connecticut,0,13,2,1,0.3259191520038448,N,3.0,0.8085106382978723,Massachusetts,East Boston,0.37414093842665264,0,0,8,1,18,24.523136574074073,26.384465663580244,1.2857142857142858,1.0,0.5,0.38888888888888884,0.2222222222222222,0.2777777777777778,0.7222222222222222,0.6666666666666666,0.0,0.0,0.0,8.0,0.7777777777777778,2.7777777777777777,0,3,1,0.053882597608149146,0.1675602555367951,0.36569300464133847,0.3902097902097902,0.2012092710782667,0.09945747676818835,0.2282562365375023,0.18005417027122927,0.36265685019206145,0.29637086791517037,0.26091688864662055
